Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Human gene stable ID	Human gene name	Human orthology confidence [0 low, 1 high]
ENSMPUG00000030374	ENSMPUG00000030374.1	ENSMPUT00000030944	ENSMPUT00000030944.1			
ENSMPUG00000030374	ENSMPUG00000030374.1	ENSMPUT00000028887	ENSMPUT00000028887.1			
ENSMPUG00000030374	ENSMPUG00000030374.1	ENSMPUT00000032020	ENSMPUT00000032020.1			
ENSMPUG00000026953	ENSMPUG00000026953.1	ENSMPUT00000026339	ENSMPUT00000026339.1			
ENSMPUG00000024652	ENSMPUG00000024652.1	ENSMPUT00000026354	ENSMPUT00000026354.1			
ENSMPUG00000028590	ENSMPUG00000028590.1	ENSMPUT00000032712	ENSMPUT00000032712.1			
ENSMPUG00000025176	ENSMPUG00000025176.1	ENSMPUT00000025848	ENSMPUT00000025848.1			
ENSMPUG00000025462	ENSMPUG00000025462.1	ENSMPUT00000024177	ENSMPUT00000024177.1			
ENSMPUG00000026908	ENSMPUG00000026908.1	ENSMPUT00000030454	ENSMPUT00000030454.1			
ENSMPUG00000030278	ENSMPUG00000030278.1	ENSMPUT00000026025	ENSMPUT00000026025.1			
ENSMPUG00000028516	ENSMPUG00000028516.1	ENSMPUT00000025153	ENSMPUT00000025153.1			
ENSMPUG00000025663	ENSMPUG00000025663.1	ENSMPUT00000027562	ENSMPUT00000027562.1			
ENSMPUG00000030191	ENSMPUG00000030191.1	ENSMPUT00000030505	ENSMPUT00000030505.1			
ENSMPUG00000025249	ENSMPUG00000025249.1	ENSMPUT00000027752	ENSMPUT00000027752.1			
ENSMPUG00000027628	ENSMPUG00000027628.1	ENSMPUT00000031083	ENSMPUT00000031083.1			
ENSMPUG00000027628	ENSMPUG00000027628.1	ENSMPUT00000032991	ENSMPUT00000032991.1			
ENSMPUG00000027628	ENSMPUG00000027628.1	ENSMPUT00000026588	ENSMPUT00000026588.1			
ENSMPUG00000024799	ENSMPUG00000024799.1	ENSMPUT00000026262	ENSMPUT00000026262.1			
ENSMPUG00000025972	ENSMPUG00000025972.1	ENSMPUT00000031945	ENSMPUT00000031945.1			
ENSMPUG00000031665	ENSMPUG00000031665.1	ENSMPUT00000028032	ENSMPUT00000028032.1			
ENSMPUG00000031665	ENSMPUG00000031665.1	ENSMPUT00000032182	ENSMPUT00000032182.1			
ENSMPUG00000025759	ENSMPUG00000025759.1	ENSMPUT00000025854	ENSMPUT00000025854.1			
ENSMPUG00000029652	ENSMPUG00000029652.1	ENSMPUT00000029658	ENSMPUT00000029658.1			
ENSMPUG00000024315	ENSMPUG00000024315.1	ENSMPUT00000025180	ENSMPUT00000025180.1			
ENSMPUG00000030026	ENSMPUG00000030026.1	ENSMPUT00000029099	ENSMPUT00000029099.1			
ENSMPUG00000030026	ENSMPUG00000030026.1	ENSMPUT00000030813	ENSMPUT00000030813.1			
ENSMPUG00000029790	ENSMPUG00000029790.1	ENSMPUT00000027552	ENSMPUT00000027552.1			
ENSMPUG00000025407	ENSMPUG00000025407.1	ENSMPUT00000032673	ENSMPUT00000032673.1			
ENSMPUG00000030372	ENSMPUG00000030372.1	ENSMPUT00000027000	ENSMPUT00000027000.1			
ENSMPUG00000029877	ENSMPUG00000029877.1	ENSMPUT00000032143	ENSMPUT00000032143.1			
ENSMPUG00000024465	ENSMPUG00000024465.1	ENSMPUT00000031333	ENSMPUT00000031333.1			
ENSMPUG00000027291	ENSMPUG00000027291.1	ENSMPUT00000028020	ENSMPUT00000028020.1			
ENSMPUG00000031824	ENSMPUG00000031824.1	ENSMPUT00000025158	ENSMPUT00000025158.1			
ENSMPUG00000028874	ENSMPUG00000028874.1	ENSMPUT00000024309	ENSMPUT00000024309.1			
ENSMPUG00000028874	ENSMPUG00000028874.1	ENSMPUT00000029434	ENSMPUT00000029434.1			
ENSMPUG00000028091	ENSMPUG00000028091.1	ENSMPUT00000031061	ENSMPUT00000031061.1			
ENSMPUG00000024365	ENSMPUG00000024365.1	ENSMPUT00000024194	ENSMPUT00000024194.1			
ENSMPUG00000027658	ENSMPUG00000027658.1	ENSMPUT00000026891	ENSMPUT00000026891.1			
ENSMPUG00000028034	ENSMPUG00000028034.1	ENSMPUT00000024836	ENSMPUT00000024836.1			
ENSMPUG00000025200	ENSMPUG00000025200.1	ENSMPUT00000026309	ENSMPUT00000026309.1			
ENSMPUG00000026446	ENSMPUG00000026446.1	ENSMPUT00000032706	ENSMPUT00000032706.1			
ENSMPUG00000028810	ENSMPUG00000028810.1	ENSMPUT00000033082	ENSMPUT00000033082.1			
ENSMPUG00000026204	ENSMPUG00000026204.1	ENSMPUT00000024047	ENSMPUT00000024047.1			
ENSMPUG00000029057	ENSMPUG00000029057.1	ENSMPUT00000029781	ENSMPUT00000029781.1			
ENSMPUG00000029057	ENSMPUG00000029057.1	ENSMPUT00000033165	ENSMPUT00000033165.1			
ENSMPUG00000025605	ENSMPUG00000025605.1	ENSMPUT00000026553	ENSMPUT00000026553.1			
ENSMPUG00000026416	ENSMPUG00000026416.1	ENSMPUT00000025106	ENSMPUT00000025106.1			
ENSMPUG00000029410	ENSMPUG00000029410.1	ENSMPUT00000028429	ENSMPUT00000028429.1			
ENSMPUG00000028120	ENSMPUG00000028120.1	ENSMPUT00000024294	ENSMPUT00000024294.1			
ENSMPUG00000024705	ENSMPUG00000024705.1	ENSMPUT00000028858	ENSMPUT00000028858.1			
ENSMPUG00000029606	ENSMPUG00000029606.1	ENSMPUT00000033462	ENSMPUT00000033462.1			
ENSMPUG00000027984	ENSMPUG00000027984.1	ENSMPUT00000027131	ENSMPUT00000027131.1			
ENSMPUG00000031963	ENSMPUG00000031963.1	ENSMPUT00000026808	ENSMPUT00000026808.1			
ENSMPUG00000027761	ENSMPUG00000027761.1	ENSMPUT00000031270	ENSMPUT00000031270.1			
ENSMPUG00000030606	ENSMPUG00000030606.1	ENSMPUT00000030960	ENSMPUT00000030960.1			
ENSMPUG00000029202	ENSMPUG00000029202.1	ENSMPUT00000028996	ENSMPUT00000028996.1			
ENSMPUG00000029202	ENSMPUG00000029202.1	ENSMPUT00000028686	ENSMPUT00000028686.1			
ENSMPUG00000025869	ENSMPUG00000025869.1	ENSMPUT00000025888	ENSMPUT00000025888.1			
ENSMPUG00000026578	ENSMPUG00000026578.1	ENSMPUT00000028057	ENSMPUT00000028057.1			
ENSMPUG00000026578	ENSMPUG00000026578.1	ENSMPUT00000030967	ENSMPUT00000030967.1			
ENSMPUG00000026356	ENSMPUG00000026356.1	ENSMPUT00000024665	ENSMPUT00000024665.1			
ENSMPUG00000028064	ENSMPUG00000028064.1	ENSMPUT00000027862	ENSMPUT00000027862.1			
ENSMPUG00000025766	ENSMPUG00000025766.1	ENSMPUT00000024975	ENSMPUT00000024975.1			
ENSMPUG00000029539	ENSMPUG00000029539.1	ENSMPUT00000033179	ENSMPUT00000033179.1			
ENSMPUG00000025152	ENSMPUG00000025152.1	ENSMPUT00000029959	ENSMPUT00000029959.1			
ENSMPUG00000027487	ENSMPUG00000027487.1	ENSMPUT00000033301	ENSMPUT00000033301.1			
ENSMPUG00000027043	ENSMPUG00000027043.1	ENSMPUT00000028024	ENSMPUT00000028024.1			
ENSMPUG00000030401	ENSMPUG00000030401.1	ENSMPUT00000028977	ENSMPUT00000028977.1			
ENSMPUG00000026482	ENSMPUG00000026482.1	ENSMPUT00000032472	ENSMPUT00000032472.1			
ENSMPUG00000031942	ENSMPUG00000031942.1	ENSMPUT00000028310	ENSMPUT00000028310.1			
ENSMPUG00000027934	ENSMPUG00000027934.1	ENSMPUT00000033081	ENSMPUT00000033081.1			
ENSMPUG00000031272	ENSMPUG00000031272.1	ENSMPUT00000024399	ENSMPUT00000024399.1			
ENSMPUG00000031442	ENSMPUG00000031442.1	ENSMPUT00000027330	ENSMPUT00000027330.1			
ENSMPUG00000028668	ENSMPUG00000028668.1	ENSMPUT00000024998	ENSMPUT00000024998.1			
ENSMPUG00000026712	ENSMPUG00000026712.1	ENSMPUT00000028250	ENSMPUT00000028250.1			
ENSMPUG00000026906	ENSMPUG00000026906.1	ENSMPUT00000031408	ENSMPUT00000031408.1			
ENSMPUG00000028901	ENSMPUG00000028901.1	ENSMPUT00000028616	ENSMPUT00000028616.1			
ENSMPUG00000029705	ENSMPUG00000029705.1	ENSMPUT00000026297	ENSMPUT00000026297.1			
ENSMPUG00000025242	ENSMPUG00000025242.1	ENSMPUT00000024811	ENSMPUT00000024811.1			
ENSMPUG00000028080	ENSMPUG00000028080.1	ENSMPUT00000027883	ENSMPUT00000027883.1			
ENSMPUG00000028080	ENSMPUG00000028080.1	ENSMPUT00000028777	ENSMPUT00000028777.1			
ENSMPUG00000028080	ENSMPUG00000028080.1	ENSMPUT00000026438	ENSMPUT00000026438.1			
ENSMPUG00000023867	ENSMPUG00000023867.1	ENSMPUT00000026058	ENSMPUT00000026058.1			
ENSMPUG00000030808	ENSMPUG00000030808.1	ENSMPUT00000027033	ENSMPUT00000027033.1			
ENSMPUG00000028648	ENSMPUG00000028648.1	ENSMPUT00000032672	ENSMPUT00000032672.1			
ENSMPUG00000028648	ENSMPUG00000028648.1	ENSMPUT00000028904	ENSMPUT00000028904.1			
ENSMPUG00000025121	ENSMPUG00000025121.1	ENSMPUT00000029778	ENSMPUT00000029778.1			
ENSMPUG00000025003	ENSMPUG00000025003.1	ENSMPUT00000030759	ENSMPUT00000030759.1			
ENSMPUG00000025374	ENSMPUG00000025374.1	ENSMPUT00000026803	ENSMPUT00000026803.1			
ENSMPUG00000029404	ENSMPUG00000029404.1	ENSMPUT00000032629	ENSMPUT00000032629.1			
ENSMPUG00000026096	ENSMPUG00000026096.1	ENSMPUT00000028687	ENSMPUT00000028687.1			
ENSMPUG00000029889	ENSMPUG00000029889.1	ENSMPUT00000030329	ENSMPUT00000030329.1			
ENSMPUG00000024507	ENSMPUG00000024507.1	ENSMPUT00000027929	ENSMPUT00000027929.1			
ENSMPUG00000026397	ENSMPUG00000026397.1	ENSMPUT00000033122	ENSMPUT00000033122.1			
ENSMPUG00000029265	ENSMPUG00000029265.1	ENSMPUT00000031925	ENSMPUT00000031925.1			
ENSMPUG00000029182	ENSMPUG00000029182.1	ENSMPUT00000025332	ENSMPUT00000025332.1			
ENSMPUG00000031888	ENSMPUG00000031888.1	ENSMPUT00000029215	ENSMPUT00000029215.1			
ENSMPUG00000029625	ENSMPUG00000029625.1	ENSMPUT00000033225	ENSMPUT00000033225.1			
ENSMPUG00000024945	ENSMPUG00000024945.1	ENSMPUT00000024705	ENSMPUT00000024705.1			
ENSMPUG00000024945	ENSMPUG00000024945.1	ENSMPUT00000032508	ENSMPUT00000032508.1			
ENSMPUG00000027344	ENSMPUG00000027344.1	ENSMPUT00000029266	ENSMPUT00000029266.1			
ENSMPUG00000029619	ENSMPUG00000029619.1	ENSMPUT00000026882	ENSMPUT00000026882.1			
ENSMPUG00000029478	ENSMPUG00000029478.1	ENSMPUT00000025593	ENSMPUT00000025593.1			
ENSMPUG00000026648	ENSMPUG00000026648.1	ENSMPUT00000026486	ENSMPUT00000026486.1			
ENSMPUG00000026648	ENSMPUG00000026648.1	ENSMPUT00000025257	ENSMPUT00000025257.1			
ENSMPUG00000026648	ENSMPUG00000026648.1	ENSMPUT00000026263	ENSMPUT00000026263.1			
ENSMPUG00000030102	ENSMPUG00000030102.1	ENSMPUT00000029553	ENSMPUT00000029553.1			
ENSMPUG00000029260	ENSMPUG00000029260.1	ENSMPUT00000028133	ENSMPUT00000028133.1			
ENSMPUG00000028616	ENSMPUG00000028616.1	ENSMPUT00000026895	ENSMPUT00000026895.1			
ENSMPUG00000029902	ENSMPUG00000029902.1	ENSMPUT00000032106	ENSMPUT00000032106.1			
ENSMPUG00000025074	ENSMPUG00000025074.1	ENSMPUT00000025829	ENSMPUT00000025829.1			
ENSMPUG00000024859	ENSMPUG00000024859.1	ENSMPUT00000030283	ENSMPUT00000030283.1			
ENSMPUG00000025598	ENSMPUG00000025598.1	ENSMPUT00000032135	ENSMPUT00000032135.1			
ENSMPUG00000028459	ENSMPUG00000028459.1	ENSMPUT00000025875	ENSMPUT00000025875.1			
ENSMPUG00000025141	ENSMPUG00000025141.1	ENSMPUT00000029245	ENSMPUT00000029245.1			
ENSMPUG00000030027	ENSMPUG00000030027.1	ENSMPUT00000025375	ENSMPUT00000025375.1			
ENSMPUG00000030027	ENSMPUG00000030027.1	ENSMPUT00000033593	ENSMPUT00000033593.1			
ENSMPUG00000024729	ENSMPUG00000024729.1	ENSMPUT00000027269	ENSMPUT00000027269.1			
ENSMPUG00000027575	ENSMPUG00000027575.1	ENSMPUT00000033285	ENSMPUT00000033285.1			
ENSMPUG00000028372	ENSMPUG00000028372.1	ENSMPUT00000027549	ENSMPUT00000027549.1			
ENSMPUG00000025071	ENSMPUG00000025071.1	ENSMPUT00000024166	ENSMPUT00000024166.1			
ENSMPUG00000031633	ENSMPUG00000031633.1	ENSMPUT00000030457	ENSMPUT00000030457.1			
ENSMPUG00000031225	ENSMPUG00000031225.1	ENSMPUT00000031035	ENSMPUT00000031035.1			
ENSMPUG00000024910	ENSMPUG00000024910.1	ENSMPUT00000027061	ENSMPUT00000027061.1			
ENSMPUG00000024910	ENSMPUG00000024910.1	ENSMPUT00000023991	ENSMPUT00000023991.1			
ENSMPUG00000026561	ENSMPUG00000026561.1	ENSMPUT00000029954	ENSMPUT00000029954.1			
ENSMPUG00000028732	ENSMPUG00000028732.1	ENSMPUT00000026028	ENSMPUT00000026028.1			
ENSMPUG00000030120	ENSMPUG00000030120.1	ENSMPUT00000026871	ENSMPUT00000026871.1			
ENSMPUG00000024278	ENSMPUG00000024278.1	ENSMPUT00000028048	ENSMPUT00000028048.1			
ENSMPUG00000024278	ENSMPUG00000024278.1	ENSMPUT00000028568	ENSMPUT00000028568.1			
ENSMPUG00000029481	ENSMPUG00000029481.1	ENSMPUT00000024671	ENSMPUT00000024671.1			
ENSMPUG00000024087	ENSMPUG00000024087.1	ENSMPUT00000030305	ENSMPUT00000030305.1			
ENSMPUG00000029409	ENSMPUG00000029409.1	ENSMPUT00000030153	ENSMPUT00000030153.1			
ENSMPUG00000025506	ENSMPUG00000025506.1	ENSMPUT00000025738	ENSMPUT00000025738.1			
ENSMPUG00000030639	ENSMPUG00000030639.1	ENSMPUT00000032727	ENSMPUT00000032727.1			
ENSMPUG00000025337	ENSMPUG00000025337.1	ENSMPUT00000025775	ENSMPUT00000025775.1			
ENSMPUG00000025337	ENSMPUG00000025337.1	ENSMPUT00000028581	ENSMPUT00000028581.1			
ENSMPUG00000024064	ENSMPUG00000024064.1	ENSMPUT00000031292	ENSMPUT00000031292.1			
ENSMPUG00000024064	ENSMPUG00000024064.1	ENSMPUT00000033494	ENSMPUT00000033494.1			
ENSMPUG00000023915	ENSMPUG00000023915.1	ENSMPUT00000028960	ENSMPUT00000028960.1			
ENSMPUG00000031349	ENSMPUG00000031349.1	ENSMPUT00000026953	ENSMPUT00000026953.1			
ENSMPUG00000031349	ENSMPUG00000031349.1	ENSMPUT00000027238	ENSMPUT00000027238.1			
ENSMPUG00000028432	ENSMPUG00000028432.1	ENSMPUT00000029482	ENSMPUT00000029482.1			
ENSMPUG00000025645	ENSMPUG00000025645.1	ENSMPUT00000026196	ENSMPUT00000026196.1			
ENSMPUG00000030051	ENSMPUG00000030051.1	ENSMPUT00000030445	ENSMPUT00000030445.1			
ENSMPUG00000031813	ENSMPUG00000031813.1	ENSMPUT00000029607	ENSMPUT00000029607.1			
ENSMPUG00000026838	ENSMPUG00000026838.1	ENSMPUT00000026367	ENSMPUT00000026367.1			
ENSMPUG00000029209	ENSMPUG00000029209.1	ENSMPUT00000025525	ENSMPUT00000025525.1			
ENSMPUG00000031715	ENSMPUG00000031715.1	ENSMPUT00000026710	ENSMPUT00000026710.1			
ENSMPUG00000028775	ENSMPUG00000028775.1	ENSMPUT00000025857	ENSMPUT00000025857.1			
ENSMPUG00000024767	ENSMPUG00000024767.1	ENSMPUT00000032189	ENSMPUT00000032189.1			
ENSMPUG00000029158	ENSMPUG00000029158.1	ENSMPUT00000026507	ENSMPUT00000026507.1			
ENSMPUG00000026154	ENSMPUG00000026154.1	ENSMPUT00000027395	ENSMPUT00000027395.1			
ENSMPUG00000031819	ENSMPUG00000031819.1	ENSMPUT00000031311	ENSMPUT00000031311.1			
ENSMPUG00000031986	ENSMPUG00000031986.1	ENSMPUT00000028082	ENSMPUT00000028082.1			
ENSMPUG00000026880	ENSMPUG00000026880.1	ENSMPUT00000025880	ENSMPUT00000025880.1			
ENSMPUG00000026880	ENSMPUG00000026880.1	ENSMPUT00000026314	ENSMPUT00000026314.1			
ENSMPUG00000029106	ENSMPUG00000029106.1	ENSMPUT00000030198	ENSMPUT00000030198.1			
ENSMPUG00000031147	ENSMPUG00000031147.1	ENSMPUT00000029920	ENSMPUT00000029920.1			
ENSMPUG00000028391	ENSMPUG00000028391.1	ENSMPUT00000032549	ENSMPUT00000032549.1			
ENSMPUG00000026593	ENSMPUG00000026593.1	ENSMPUT00000029976	ENSMPUT00000029976.1			
ENSMPUG00000030966	ENSMPUG00000030966.1	ENSMPUT00000033328	ENSMPUT00000033328.1			
ENSMPUG00000029171	ENSMPUG00000029171.1	ENSMPUT00000025366	ENSMPUT00000025366.1			
ENSMPUG00000031069	ENSMPUG00000031069.1	ENSMPUT00000032760	ENSMPUT00000032760.1			
ENSMPUG00000025139	ENSMPUG00000025139.1	ENSMPUT00000027108	ENSMPUT00000027108.1			
ENSMPUG00000024484	ENSMPUG00000024484.1	ENSMPUT00000031040	ENSMPUT00000031040.1			
ENSMPUG00000024696	ENSMPUG00000024696.1	ENSMPUT00000031241	ENSMPUT00000031241.1			
ENSMPUG00000026032	ENSMPUG00000026032.1	ENSMPUT00000032165	ENSMPUT00000032165.1			
ENSMPUG00000026032	ENSMPUG00000026032.1	ENSMPUT00000027597	ENSMPUT00000027597.1			
ENSMPUG00000028939	ENSMPUG00000028939.1	ENSMPUT00000024333	ENSMPUT00000024333.1			
ENSMPUG00000028939	ENSMPUG00000028939.1	ENSMPUT00000029886	ENSMPUT00000029886.1			
ENSMPUG00000029411	ENSMPUG00000029411.1	ENSMPUT00000031455	ENSMPUT00000031455.1			
ENSMPUG00000025501	ENSMPUG00000025501.1	ENSMPUT00000027871	ENSMPUT00000027871.1			
ENSMPUG00000025946	ENSMPUG00000025946.1	ENSMPUT00000029439	ENSMPUT00000029439.1			
ENSMPUG00000029266	ENSMPUG00000029266.1	ENSMPUT00000027821	ENSMPUT00000027821.1			
ENSMPUG00000027415	ENSMPUG00000027415.1	ENSMPUT00000027347	ENSMPUT00000027347.1			
ENSMPUG00000024579	ENSMPUG00000024579.1	ENSMPUT00000030484	ENSMPUT00000030484.1			
ENSMPUG00000024579	ENSMPUG00000024579.1	ENSMPUT00000029659	ENSMPUT00000029659.1			
ENSMPUG00000029180	ENSMPUG00000029180.1	ENSMPUT00000025045	ENSMPUT00000025045.1			
ENSMPUG00000029180	ENSMPUG00000029180.1	ENSMPUT00000031382	ENSMPUT00000031382.1			
ENSMPUG00000024298	ENSMPUG00000024298.1	ENSMPUT00000028090	ENSMPUT00000028090.1			
ENSMPUG00000026577	ENSMPUG00000026577.1	ENSMPUT00000028255	ENSMPUT00000028255.1			
ENSMPUG00000026577	ENSMPUG00000026577.1	ENSMPUT00000030852	ENSMPUT00000030852.1			
ENSMPUG00000029958	ENSMPUG00000029958.1	ENSMPUT00000027723	ENSMPUT00000027723.1			
ENSMPUG00000025489	ENSMPUG00000025489.1	ENSMPUT00000024485	ENSMPUT00000024485.1			
ENSMPUG00000030394	ENSMPUG00000030394.1	ENSMPUT00000030767	ENSMPUT00000030767.1			
ENSMPUG00000028979	ENSMPUG00000028979.1	ENSMPUT00000028880	ENSMPUT00000028880.1			
ENSMPUG00000029749	ENSMPUG00000029749.1	ENSMPUT00000030103	ENSMPUT00000030103.1			
ENSMPUG00000031534	ENSMPUG00000031534.1	ENSMPUT00000032707	ENSMPUT00000032707.1			
ENSMPUG00000030210	ENSMPUG00000030210.1	ENSMPUT00000029418	ENSMPUT00000029418.1			
ENSMPUG00000024775	ENSMPUG00000024775.1	ENSMPUT00000025104	ENSMPUT00000025104.1			
ENSMPUG00000030663	ENSMPUG00000030663.1	ENSMPUT00000029347	ENSMPUT00000029347.1			
ENSMPUG00000024201	ENSMPUG00000024201.1	ENSMPUT00000027636	ENSMPUT00000027636.1			
ENSMPUG00000026656	ENSMPUG00000026656.1	ENSMPUT00000025421	ENSMPUT00000025421.1			
ENSMPUG00000031714	ENSMPUG00000031714.1	ENSMPUT00000030408	ENSMPUT00000030408.1			
ENSMPUG00000028223	ENSMPUG00000028223.1	ENSMPUT00000028483	ENSMPUT00000028483.1			
ENSMPUG00000031957	ENSMPUG00000031957.1	ENSMPUT00000032396	ENSMPUT00000032396.1			
ENSMPUG00000027451	ENSMPUG00000027451.1	ENSMPUT00000026758	ENSMPUT00000026758.1			
ENSMPUG00000031428	ENSMPUG00000031428.1	ENSMPUT00000030695	ENSMPUT00000030695.1			
ENSMPUG00000029045	ENSMPUG00000029045.1	ENSMPUT00000027234	ENSMPUT00000027234.1			
ENSMPUG00000027554	ENSMPUG00000027554.1	ENSMPUT00000032996	ENSMPUT00000032996.1			
ENSMPUG00000030396	ENSMPUG00000030396.1	ENSMPUT00000030154	ENSMPUT00000030154.1			
ENSMPUG00000031218	ENSMPUG00000031218.1	ENSMPUT00000024629	ENSMPUT00000024629.1			
ENSMPUG00000031836	ENSMPUG00000031836.1	ENSMPUT00000033057	ENSMPUT00000033057.1			
ENSMPUG00000028194	ENSMPUG00000028194.1	ENSMPUT00000030259	ENSMPUT00000030259.1			
ENSMPUG00000028194	ENSMPUG00000028194.1	ENSMPUT00000028730	ENSMPUT00000028730.1			
ENSMPUG00000028194	ENSMPUG00000028194.1	ENSMPUT00000030776	ENSMPUT00000030776.1			
ENSMPUG00000024061	ENSMPUG00000024061.1	ENSMPUT00000024221	ENSMPUT00000024221.1			
ENSMPUG00000029752	ENSMPUG00000029752.1	ENSMPUT00000026218	ENSMPUT00000026218.1			
ENSMPUG00000028620	ENSMPUG00000028620.1	ENSMPUT00000033142	ENSMPUT00000033142.1			
ENSMPUG00000026218	ENSMPUG00000026218.1	ENSMPUT00000032764	ENSMPUT00000032764.1			
ENSMPUG00000027921	ENSMPUG00000027921.1	ENSMPUT00000029143	ENSMPUT00000029143.1			
ENSMPUG00000030582	ENSMPUG00000030582.1	ENSMPUT00000031448	ENSMPUT00000031448.1			
ENSMPUG00000031399	ENSMPUG00000031399.1	ENSMPUT00000024466	ENSMPUT00000024466.1			
ENSMPUG00000029429	ENSMPUG00000029429.1	ENSMPUT00000030705	ENSMPUT00000030705.1			
ENSMPUG00000023978	ENSMPUG00000023978.1	ENSMPUT00000031631	ENSMPUT00000031631.1			
ENSMPUG00000024636	ENSMPUG00000024636.1	ENSMPUT00000025858	ENSMPUT00000025858.1			
ENSMPUG00000030694	ENSMPUG00000030694.1	ENSMPUT00000033393	ENSMPUT00000033393.1			
ENSMPUG00000030694	ENSMPUG00000030694.1	ENSMPUT00000027587	ENSMPUT00000027587.1			
ENSMPUG00000029579	ENSMPUG00000029579.1	ENSMPUT00000025741	ENSMPUT00000025741.1			
ENSMPUG00000030106	ENSMPUG00000030106.1	ENSMPUT00000029614	ENSMPUT00000029614.1			
ENSMPUG00000028101	ENSMPUG00000028101.1	ENSMPUT00000033601	ENSMPUT00000033601.1			
ENSMPUG00000032097	ENSMPUG00000032097.1	ENSMPUT00000027913	ENSMPUT00000027913.1			
ENSMPUG00000028439	ENSMPUG00000028439.1	ENSMPUT00000029236	ENSMPUT00000029236.1			
ENSMPUG00000024137	ENSMPUG00000024137.1	ENSMPUT00000029512	ENSMPUT00000029512.1			
ENSMPUG00000031081	ENSMPUG00000031081.1	ENSMPUT00000027519	ENSMPUT00000027519.1			
ENSMPUG00000029807	ENSMPUG00000029807.1	ENSMPUT00000027710	ENSMPUT00000027710.1			
ENSMPUG00000029960	ENSMPUG00000029960.1	ENSMPUT00000025476	ENSMPUT00000025476.1			
ENSMPUG00000025114	ENSMPUG00000025114.1	ENSMPUT00000031176	ENSMPUT00000031176.1			
ENSMPUG00000025114	ENSMPUG00000025114.1	ENSMPUT00000028544	ENSMPUT00000028544.1			
ENSMPUG00000031539	ENSMPUG00000031539.1	ENSMPUT00000024032	ENSMPUT00000024032.1			
ENSMPUG00000030254	ENSMPUG00000030254.1	ENSMPUT00000026509	ENSMPUT00000026509.1			
ENSMPUG00000028964	ENSMPUG00000028964.1	ENSMPUT00000028021	ENSMPUT00000028021.1			
ENSMPUG00000030793	ENSMPUG00000030793.1	ENSMPUT00000030488	ENSMPUT00000030488.1			
ENSMPUG00000027473	ENSMPUG00000027473.1	ENSMPUT00000025348	ENSMPUT00000025348.1			
ENSMPUG00000029314	ENSMPUG00000029314.1	ENSMPUT00000028217	ENSMPUT00000028217.1			
ENSMPUG00000028035	ENSMPUG00000028035.1	ENSMPUT00000032700	ENSMPUT00000032700.1			
ENSMPUG00000030263	ENSMPUG00000030263.1	ENSMPUT00000026494	ENSMPUT00000026494.1			
ENSMPUG00000028232	ENSMPUG00000028232.1	ENSMPUT00000030991	ENSMPUT00000030991.1			
ENSMPUG00000024376	ENSMPUG00000024376.1	ENSMPUT00000027439	ENSMPUT00000027439.1			
ENSMPUG00000030877	ENSMPUG00000030877.1	ENSMPUT00000032556	ENSMPUT00000032556.1			
ENSMPUG00000027247	ENSMPUG00000027247.1	ENSMPUT00000030501	ENSMPUT00000030501.1			
ENSMPUG00000025291	ENSMPUG00000025291.1	ENSMPUT00000030307	ENSMPUT00000030307.1			
ENSMPUG00000029607	ENSMPUG00000029607.1	ENSMPUT00000032168	ENSMPUT00000032168.1			
ENSMPUG00000025889	ENSMPUG00000025889.1	ENSMPUT00000025173	ENSMPUT00000025173.1			
ENSMPUG00000028383	ENSMPUG00000028383.1	ENSMPUT00000025345	ENSMPUT00000025345.1			
ENSMPUG00000026497	ENSMPUG00000026497.1	ENSMPUT00000032908	ENSMPUT00000032908.1			
ENSMPUG00000024548	ENSMPUG00000024548.1	ENSMPUT00000024343	ENSMPUT00000024343.1			
ENSMPUG00000030442	ENSMPUG00000030442.1	ENSMPUT00000029634	ENSMPUT00000029634.1			
ENSMPUG00000024749	ENSMPUG00000024749.1	ENSMPUT00000030868	ENSMPUT00000030868.1			
ENSMPUG00000025461	ENSMPUG00000025461.1	ENSMPUT00000032382	ENSMPUT00000032382.1			
ENSMPUG00000028384	ENSMPUG00000028384.1	ENSMPUT00000028065	ENSMPUT00000028065.1			
ENSMPUG00000031185	ENSMPUG00000031185.1	ENSMPUT00000025061	ENSMPUT00000025061.1			
ENSMPUG00000031185	ENSMPUG00000031185.1	ENSMPUT00000031434	ENSMPUT00000031434.1			
ENSMPUG00000031849	ENSMPUG00000031849.1	ENSMPUT00000025739	ENSMPUT00000025739.1			
ENSMPUG00000028445	ENSMPUG00000028445.1	ENSMPUT00000024604	ENSMPUT00000024604.1			
ENSMPUG00000027264	ENSMPUG00000027264.1	ENSMPUT00000030914	ENSMPUT00000030914.1			
ENSMPUG00000027264	ENSMPUG00000027264.1	ENSMPUT00000032444	ENSMPUT00000032444.1			
ENSMPUG00000027264	ENSMPUG00000027264.1	ENSMPUT00000026789	ENSMPUT00000026789.1			
ENSMPUG00000025924	ENSMPUG00000025924.1	ENSMPUT00000030717	ENSMPUT00000030717.1			
ENSMPUG00000025924	ENSMPUG00000025924.1	ENSMPUT00000027430	ENSMPUT00000027430.1			
ENSMPUG00000030608	ENSMPUG00000030608.1	ENSMPUT00000024226	ENSMPUT00000024226.1			
